# PA_bin	RadialBinCenter[kpc]	PA[deg]	RM[rad/m^2]
4	105.00	227.4767	-34.2200
4	105.00	218.1333	-93.0148
4	105.00	218.0937	-102.5974
4	105.00	246.9644	1.4583
4	105.00	203.1310	-92.8066
4	105.00	199.8561	-104.6577
4	105.00	226.9784	-37.6585
4	105.00	253.7298	13.3149
4	105.00	241.3010	4.0834
4	105.00	197.7046	-46.1409
4	105.00	251.8847	-2.0841
4	105.00	227.7609	-21.4337
4	105.00	255.9790	33.1356
4	105.00	206.4574	-145.8823
4	105.00	195.1525	-74.4884
4	105.00	207.5974	-126.6352
4	105.00	207.6616	-114.9706
4	105.00	191.6622	-65.2238
4	105.00	186.8408	-57.5291
4	105.00	276.7393	83.0000
4	105.00	274.9730	123.5000
4	105.00	273.3002	60.0000
4	105.00	181.1181	-57.7188
4	105.00	182.5647	-38.9280
4	105.00	271.9775	105.5000
4	105.00	181.2582	-30.3917
4	105.00	282.1265	53.8000
4	105.00	186.5578	-14.9679
4	105.00	286.5641	40.7000
4	105.00	276.0170	51.9000
4	105.00	178.2908	-42.4921
4	105.00	282.4402	85.4000
4	105.00	175.8975	-36.2563
4	105.00	292.2379	41.7000
4	105.00	171.5514	-35.7777
4	105.00	286.1777	48.0000
4	105.00	170.4814	-51.4121
4	105.00	297.8766	59.4000
4	105.00	297.8323	61.1000
4	105.00	168.3127	-69.5250
4	105.00	163.7594	-64.3714
4	105.00	164.0479	-41.4173
4	105.00	157.3662	-136.2105
4	105.00	153.6693	-67.8052
4	105.00	312.7240	65.4492
4	105.00	150.0627	-70.1463
4	105.00	149.5262	-67.3137
4	105.00	148.9771	-98.8524
4	105.00	147.4235	-66.9347
4	105.00	146.8495	-74.7106
4	105.00	318.1830	36.8702
4	105.00	146.4823	-76.0508
4	105.00	320.1789	63.5883
4	105.00	320.4328	45.0424
4	105.00	143.4782	-51.4384
4	105.00	143.4469	-63.8171
4	105.00	321.0705	61.0831
4	105.00	321.5636	27.1116
4	105.00	134.6725	-63.2060
4	105.00	133.6825	-81.6646
4	105.00	131.4606	-63.7787
4	105.00	334.7558	-15.7685
4	105.00	335.6907	-10.7465
4	105.00	335.7769	-10.1625
4	105.00	125.8299	-24.5343
4	105.00	123.1039	-39.4767
4	105.00	337.7755	3.4498
4	105.00	338.6708	6.6779
4	105.00	344.2941	7.7590
4	105.00	340.2811	21.8559
4	105.00	340.4483	11.1283
4	105.00	122.3683	-36.3731
4	105.00	341.3271	13.5385
4	105.00	117.5470	-33.9601
4	105.00	118.0130	-73.5459
4	105.00	343.8974	-3.1185
4	105.00	119.7120	-42.4471
4	105.00	118.7747	-25.9090
4	105.00	351.9285	38.0958
4	105.00	108.8326	-41.9574
4	105.00	353.2800	-14.5071
4	105.00	351.8512	-7.6758
4	105.00	111.5642	-12.0863
4	105.00	109.3983	-54.2521
4	105.00	102.3746	-7.2868
4	105.00	355.4718	1.7828
4	105.00	0.7812	-13.1615
4	105.00	98.8703	-27.3078
4	105.00	101.1361	20.2168
4	105.00	92.8475	-29.2155
4	105.00	5.0701	-17.5570
4	105.00	100.1035	16.4300
4	105.00	91.8157	2.5922
4	105.00	97.4246	-23.1383
4	105.00	95.6939	-6.8178
4	105.00	89.6749	22.4444
4	105.00	31.9795	-41.4038
4	105.00	92.5960	13.7400
4	105.00	15.5444	32.3052
4	105.00	12.6053	-32.8722
4	105.00	12.5323	-28.7005
4	105.00	82.1617	-2.4071
4	105.00	82.0090	11.0151
4	105.00	74.0144	-39.5753
4	105.00	32.4425	-3.2195
4	105.00	40.1669	-36.7922
4	105.00	83.7471	7.0536
4	105.00	43.5714	-26.9664
4	105.00	79.1543	-34.7988
4	105.00	78.5793	-58.7644
4	105.00	48.9043	-53.7225
4	105.00	29.1219	2.7130
4	105.00	30.6432	-2.0480
4	105.00	64.9238	-26.2069
4	105.00	76.4944	-23.9920
4	105.00	41.4091	-7.5242
4	105.00	41.6752	-30.7551
4	105.00	70.1243	-31.5248
4	105.00	65.1793	0.4310
4	105.00	57.0599	-10.7686
4	105.00	222.0441	22.8250
4	105.00	243.8226	61.6048
4	105.00	247.5883	85.0470
4	105.00	225.8796	-9.8127
4	105.00	215.9932	-56.4938
4	105.00	212.5188	-75.0497
5	135.00	269.6083	39.0000
5	135.00	197.5455	-23.8569
5	135.00	197.2293	-31.5420
5	135.00	270.3399	69.4000
5	135.00	194.8181	-38.7113
5	135.00	278.3038	107.3000
5	135.00	181.8318	-25.8717
5	135.00	277.0782	43.9000
5	135.00	272.2541	69.3000
5	135.00	276.6028	102.9000
5	135.00	283.0688	197.0000
5	135.00	187.1632	-19.6800
5	135.00	188.3672	-28.8009
5	135.00	182.8021	-64.3402
5	135.00	179.4192	-21.7701
5	135.00	179.4786	-22.8768
5	135.00	282.1374	74.2000
5	135.00	282.4554	81.8000
5	135.00	283.7730	95.0000
5	135.00	175.2179	-7.8989
5	135.00	175.1735	-7.8565
5	135.00	175.1484	-9.6236
5	135.00	289.5456	141.8000
5	135.00	286.2207	102.7000
5	135.00	181.0721	-24.3143
5	135.00	174.2952	15.0682
5	135.00	173.3385	-44.4650
5	135.00	176.3536	-31.0248
5	135.00	171.8738	-24.9608
5	135.00	288.6129	56.6000
5	135.00	288.6459	38.2000
5	135.00	293.4307	111.0000
5	135.00	171.9745	31.4784
5	135.00	171.9115	-15.7572
5	135.00	172.6692	-25.1328
5	135.00	290.6601	58.9000
5	135.00	169.9002	-26.0543
5	135.00	163.3759	-41.3605
5	135.00	165.9604	-39.4642
5	135.00	298.7225	53.8000
5	135.00	164.1106	-48.2909
5	135.00	301.4424	77.7000
5	135.00	301.5370	59.9000
5	135.00	300.6109	67.0000
5	135.00	163.7861	-42.7975
5	135.00	161.2944	-70.2504
5	135.00	157.2869	-53.0957
5	135.00	157.7158	-64.5650
5	135.00	308.9347	80.2847
5	135.00	310.0082	59.2188
5	135.00	310.5773	63.0116
5	135.00	150.2197	-51.0942
5	135.00	149.3849	-70.6804
5	135.00	149.0352	-51.4171
5	135.00	149.0818	-65.2853
5	135.00	317.3619	9.4109
5	135.00	144.5113	-42.9574
5	135.00	144.4675	-70.6255
5	135.00	144.0537	-74.6626
5	135.00	142.7809	-40.7070
5	135.00	322.4550	10.7011
5	135.00	142.0617	-54.0396
5	135.00	322.7090	20.4520
5	135.00	140.8737	-50.4703
5	135.00	325.2262	46.3791
5	135.00	138.7735	-72.4459
5	135.00	137.7326	-27.8640
5	135.00	137.7804	-52.8443
5	135.00	134.7271	-16.4793
5	135.00	330.1882	27.7341
5	135.00	330.3635	43.0582
5	135.00	331.1604	45.2226
5	135.00	331.1921	50.2173
5	135.00	133.0585	-46.9806
5	135.00	133.0435	-47.4788
5	135.00	131.8172	-99.1452
5	135.00	131.1957	-54.6415
5	135.00	131.3935	-41.1296
5	135.00	130.5286	-46.6825
5	135.00	335.9167	29.2310
5	135.00	336.5387	18.5059
5	135.00	338.4852	20.7883
5	135.00	126.0798	-16.7188
5	135.00	124.9565	-37.5214
5	135.00	123.6512	-34.4994
5	135.00	340.8802	-15.9912
5	135.00	340.4696	-16.2493
5	135.00	124.2954	-52.2721
5	135.00	344.1806	-25.3268
5	135.00	122.7021	-34.1318
5	135.00	343.0495	32.3370
5	135.00	344.0982	-17.1640
5	135.00	343.5365	83.2381
5	135.00	119.9772	-26.0681
5	135.00	120.6595	-52.7144
5	135.00	118.4441	-51.9842
5	135.00	350.9960	-34.0611
5	135.00	111.2435	-6.7352
5	135.00	114.9683	-39.6180
5	135.00	347.6581	-18.0460
5	135.00	114.6122	-25.3622
5	135.00	109.0677	-22.5987
5	135.00	114.0038	0.8122
5	135.00	109.5743	-1.5770
5	135.00	357.1829	-54.7390
5	135.00	357.1877	-26.5338
5	135.00	108.1733	-47.4862
5	135.00	356.8723	-35.2616
5	135.00	111.0382	-17.5081
5	135.00	357.3196	-66.7351
5	135.00	1.2451	-33.7202
5	135.00	102.5710	-5.5420
5	135.00	95.7893	40.9932
5	135.00	16.0508	-29.9158
5	135.00	84.7850	36.2420
5	135.00	8.9585	-52.0106
5	135.00	8.8129	-45.9983
5	135.00	16.8081	-28.7259
5	135.00	9.1499	-83.5969
5	135.00	13.8332	-72.6948
5	135.00	13.6786	-101.7142
5	135.00	26.3835	1.9452
5	135.00	21.5930	-32.1551
5	135.00	93.0795	48.3989
5	135.00	79.7639	38.4087
5	135.00	91.3588	27.0355
5	135.00	33.4355	-18.7581
5	135.00	45.3394	-17.2151
5	135.00	18.4205	-58.6998
5	135.00	84.8178	61.3056
5	135.00	61.2566	-2.1277
5	135.00	48.1134	-24.8772
5	135.00	72.2375	-119.1450
5	135.00	65.7435	7.8816
5	135.00	43.4302	-8.7076
5	135.00	71.3170	13.1766
5	135.00	26.5216	-13.5152
5	135.00	35.9403	-49.3462
5	135.00	72.1415	36.6810
5	135.00	72.7554	18.1088
5	135.00	25.0977	-52.8201
5	135.00	67.5876	-3.6510
5	135.00	67.4689	-20.1026
5	135.00	74.8130	20.4729
5	135.00	74.7164	8.7141
5	135.00	43.3398	-45.6527
5	135.00	41.8020	-60.8617
5	135.00	41.7727	-50.4893
5	135.00	69.5626	37.9861
5	135.00	58.5990	-28.2124
5	135.00	63.9598	-27.7872
5	135.00	63.8873	-25.4710
5	135.00	60.3100	-32.1765
5	135.00	56.3508	-47.0012
5	135.00	232.9765	48.5539
5	135.00	234.9163	74.6564
5	135.00	228.8827	64.8417
5	135.00	214.5826	-25.0131
5	135.00	251.6452	9.2585
5	135.00	254.6583	11.6654
5	135.00	223.9476	19.1129
5	135.00	215.7008	-26.6589
5	135.00	229.8340	57.4418
5	135.00	241.8609	57.1453
5	135.00	254.5796	43.0017
5	135.00	218.9216	-34.8621
5	135.00	222.3544	8.5015
5	135.00	222.3110	17.6020
5	135.00	206.7927	-73.0377
5	135.00	255.8050	18.4777
5	135.00	242.3907	34.3325
5	135.00	213.4255	-41.2646
5	135.00	246.7821	91.8738
5	135.00	259.4105	4.2252
5	135.00	265.6815	-3.7089
5	135.00	197.5771	-38.5304
5	135.00	267.5641	16.4729
5	135.00	201.7762	-74.8696
6	165.00	186.9480	-39.0000
6	165.00	184.3129	-22.4612
6	165.00	179.8518	-3.3267
6	165.00	183.6724	-25.2185
6	165.00	179.6672	-34.1440
6	165.00	177.0650	-19.0208
6	165.00	181.8562	-48.8385
6	165.00	177.2573	-6.0651
6	165.00	285.3237	143.9000
6	165.00	179.5265	-16.2542
6	165.00	172.0679	-28.3846
6	165.00	169.9158	-12.7507
6	165.00	170.7805	9.0197
6	165.00	294.7708	98.2000
6	165.00	297.3123	89.5000
6	165.00	169.8069	-39.1618
6	165.00	168.1643	-26.7497
6	165.00	165.5370	-57.4493
6	165.00	297.5989	106.1000
6	165.00	165.0392	-44.0388
6	165.00	300.3900	92.6000
6	165.00	166.4608	-68.0384
6	165.00	163.3606	-74.7062
6	165.00	166.2126	-49.3165
6	165.00	300.2625	94.0000
6	165.00	162.7253	-72.1358
6	165.00	159.3989	-79.1790
6	165.00	159.3778	-89.5000
6	165.00	158.3161	-54.9683
6	165.00	306.8958	103.9000
6	165.00	306.7484	69.5000
6	165.00	154.7825	-73.5340
6	165.00	154.2179	-49.2273
6	165.00	154.8396	-83.9699
6	165.00	153.7228	-56.5914
6	165.00	312.2129	23.5964
6	165.00	152.0884	-48.3142
6	165.00	150.4041	-50.2435
6	165.00	314.1230	24.7987
6	165.00	148.9736	-45.0405
6	165.00	148.3023	-38.7419
6	165.00	317.3540	-0.1943
6	165.00	318.4253	2.0046
6	165.00	145.7428	-48.7309
6	165.00	145.7067	-44.3239
6	165.00	142.3833	-32.8154
6	165.00	324.4294	2.6073
6	165.00	324.5416	-23.0140
6	165.00	324.3805	23.3804
6	165.00	139.0361	-40.8226
6	165.00	135.2491	-22.8557
6	165.00	133.8590	-60.6416
6	165.00	332.3471	18.7264
6	165.00	132.3589	-46.0573
6	165.00	127.7918	-33.7221
6	165.00	337.4739	13.0009
6	165.00	124.9828	-47.4605
6	165.00	124.7266	1.5497
6	165.00	122.2872	-77.5685
6	165.00	340.6160	34.3559
6	165.00	346.6116	14.6904
6	165.00	350.7456	-43.9441
6	165.00	115.6179	-23.9657
6	165.00	115.5538	-20.0641
6	165.00	111.0096	-35.5227
6	165.00	354.7251	-101.1781
6	165.00	110.5462	-27.7355
6	165.00	111.0584	-38.2080
6	165.00	104.6875	-18.4148
6	165.00	356.9260	-63.4013
6	165.00	355.5344	-94.2076
6	165.00	100.8241	-14.0232
6	165.00	99.4854	16.7753
6	165.00	100.5488	6.8644
6	165.00	0.7606	-14.9985
6	165.00	96.5088	30.0620
6	165.00	9.5644	-70.1131
6	165.00	98.1229	-11.6092
6	165.00	3.9917	-75.9246
6	165.00	98.9390	9.0777
6	165.00	98.9263	2.1475
6	165.00	12.3824	-90.3264
6	165.00	96.6677	46.3641
6	165.00	8.7984	-63.9000
6	165.00	14.4594	-72.5645
6	165.00	92.0685	61.1118
6	165.00	93.3779	26.1545
6	165.00	22.0277	-88.5411
6	165.00	27.7780	-47.4898
6	165.00	22.9198	-83.3732
6	165.00	76.4420	8.5636
6	165.00	16.0064	-73.8000
6	165.00	30.1618	-69.0974
6	165.00	72.4013	10.8050
6	165.00	18.1131	-98.0000
6	165.00	69.3873	-32.7631
6	165.00	36.4861	-31.2179
6	165.00	72.9192	-39.4266
6	165.00	27.4669	-95.9165
6	165.00	70.4430	-5.2632
6	165.00	67.3433	-61.5196
6	165.00	56.1924	-25.1639
6	165.00	44.1113	-47.4457
6	165.00	68.5321	-14.7085
6	165.00	58.0286	-58.7834
6	165.00	63.2365	-20.2819
6	165.00	50.2932	-14.5757
6	165.00	61.5058	-25.8433
6	165.00	27.4675	-119.3875
6	165.00	49.2342	-11.0184
6	165.00	35.1812	-30.5098
6	165.00	74.8752	-13.0325
6	165.00	40.5986	-34.8853
6	165.00	40.4995	-34.5194
6	165.00	51.4887	-5.8548
6	165.00	31.4532	-41.1477
6	165.00	31.5746	-30.7171
6	165.00	35.5708	-23.5944
6	165.00	32.8039	-58.9336
6	165.00	47.2127	6.8626
6	165.00	48.1804	-23.3430
6	165.00	69.8765	-17.2213
6	165.00	32.9312	-27.0555
6	165.00	40.4704	-22.2775
6	165.00	40.4113	-28.1939
6	165.00	40.4200	-32.8947
6	165.00	63.4624	-26.6740
6	165.00	62.9160	-36.5449
6	165.00	44.7508	-65.3727
6	165.00	237.4415	103.2595
6	165.00	228.3020	59.3823
6	165.00	220.2315	70.1881
6	165.00	232.8348	92.3109
6	165.00	234.9860	84.8363
6	165.00	221.5827	77.7404
6	165.00	232.4005	74.0483
6	165.00	219.1774	54.8341
6	165.00	214.0331	17.2337
6	165.00	251.9532	47.3724
6	165.00	235.0412	74.3233
6	165.00	206.7245	25.0502
6	165.00	217.8746	6.5728
6	165.00	233.1574	68.3433
6	165.00	249.2513	15.3266
6	165.00	250.3206	30.9646
6	165.00	246.3190	21.3504
6	165.00	244.1611	50.5137
6	165.00	252.8435	16.0126
6	165.00	264.2336	38.6000
6	165.00	208.4502	-17.6222
6	165.00	212.2773	-38.7185
6	165.00	203.5936	-37.7863
6	165.00	203.6062	-34.7103
6	165.00	248.8990	52.3890
6	165.00	200.2373	7.4943
6	165.00	200.2638	6.4123
6	165.00	261.5801	55.0000
6	165.00	200.9031	-42.0811
6	165.00	266.4104	60.8000
6	165.00	201.4024	-25.2121
6	165.00	259.8758	64.3025
6	165.00	205.6242	-49.4102
6	165.00	195.7706	6.8162
6	165.00	269.9921	60.6000
6	165.00	202.5435	-12.7521
6	165.00	273.7756	94.6000
6	165.00	189.3637	-9.3649
6	165.00	193.0771	-29.9793
6	165.00	272.2199	89.9000
6	165.00	265.4821	73.6000
6	165.00	187.9784	-32.5648
6	165.00	192.1650	20.8130
6	165.00	192.0706	3.8324
6	165.00	273.7085	104.0000
6	165.00	187.0695	-11.4347
6	165.00	276.8465	89.1000
6	165.00	274.1338	43.3000
6	165.00	181.1562	-24.0000
7	195.00	179.0245	-5.6000
7	195.00	175.0535	-54.7000
7	195.00	175.9102	-40.9872
7	195.00	176.4722	-10.5178
7	195.00	176.8827	-7.6631
7	195.00	290.5152	73.5000
7	195.00	173.1083	-77.9396
7	195.00	174.0911	-87.6419
7	195.00	170.9128	-51.7574
7	195.00	292.9432	90.9000
7	195.00	296.0380	64.5000
7	195.00	300.7825	45.4000
7	195.00	300.1495	64.9000
7	195.00	164.3182	-14.0765
7	195.00	301.5736	-26.0000
7	195.00	165.1008	-65.2230
7	195.00	162.4826	-88.8149
7	195.00	159.2349	-72.4408
7	195.00	158.6388	-76.7378
7	195.00	160.0548	-94.3147
7	195.00	158.0182	-75.7054
7	195.00	158.1898	-65.4565
7	195.00	157.3216	-37.5134
7	195.00	156.5058	-86.4788
7	195.00	308.4644	16.9000
7	195.00	156.1762	-78.3339
7	195.00	156.1176	-41.7997
7	195.00	155.6310	-71.0024
7	195.00	152.7850	-50.1372
7	195.00	151.9498	-50.6645
7	195.00	313.2705	9.0731
7	195.00	151.4971	-58.0934
7	195.00	150.2637	-31.4644
7	195.00	314.9513	31.9898
7	195.00	150.0083	-46.2208
7	195.00	148.7808	-53.0174
7	195.00	316.6952	47.3181
7	195.00	317.0244	8.8183
7	195.00	147.2546	-66.1633
7	195.00	146.2121	-3.9914
7	195.00	318.5873	-40.4004
7	195.00	319.3763	-60.3797
7	195.00	143.5598	-37.3673
7	195.00	142.9969	-68.6582
7	195.00	142.4135	-41.7517
7	195.00	142.3340	-39.7723
7	195.00	140.8840	-44.8348
7	195.00	136.1078	-41.4062
7	195.00	134.5246	-44.8128
7	195.00	133.2804	-50.5853
7	195.00	132.8141	61.3362
7	195.00	131.4545	-16.7289
7	195.00	131.9158	4.7815
7	195.00	130.8832	-24.5420
7	195.00	131.5490	-28.0979
7	195.00	333.8162	73.2739
7	195.00	130.7067	1.2081
7	195.00	130.7052	-6.9805
7	195.00	130.6319	-3.1442
7	195.00	127.7094	-17.4352
7	195.00	127.2573	-25.3643
7	195.00	336.4679	34.7183
7	195.00	125.3507	-25.9404
7	195.00	124.4012	-29.1955
7	195.00	123.6331	-9.2179
7	195.00	123.5274	-15.8996
7	195.00	343.3978	25.9362
7	195.00	344.8638	-0.0870
7	195.00	345.1763	-10.2240
7	195.00	344.7644	31.0541
7	195.00	121.4397	-8.6725
7	195.00	343.9202	24.1307
7	195.00	346.8980	-9.6326
7	195.00	119.4851	8.9363
7	195.00	347.1722	-16.4072
7	195.00	119.4333	11.0531
7	195.00	115.7986	-40.4412
7	195.00	347.8560	-2.7988
7	195.00	113.5778	-22.4778
7	195.00	113.0855	-31.1362
7	195.00	115.2944	-12.6243
7	195.00	112.0640	-5.5951
7	195.00	113.7503	-29.5864
7	195.00	113.3235	-37.9790
7	195.00	112.8358	-33.8053
7	195.00	355.6555	-115.4063
7	195.00	109.5206	-15.1784
7	195.00	110.0520	-33.8388
7	195.00	108.0035	-40.2658
7	195.00	107.6754	2.3336
7	195.00	103.6788	-27.0029
7	195.00	105.7360	-17.4380
7	195.00	105.8511	-9.3094
7	195.00	359.6258	-13.0000
7	195.00	1.5489	-121.7000
7	195.00	5.6145	-117.6000
7	195.00	98.5631	30.4224
7	195.00	99.0050	1.1306
7	195.00	96.1336	2.4237
7	195.00	89.9819	89.1280
7	195.00	14.8111	-37.9000
7	195.00	11.1432	-65.0000
7	195.00	9.8264	-26.1000
7	195.00	15.2123	-77.9000
7	195.00	86.0096	48.7284
7	195.00	91.0971	51.3619
7	195.00	20.1207	-70.1000
7	195.00	13.7601	-25.6000
7	195.00	89.8752	9.5100
7	195.00	85.3879	41.5252
7	195.00	87.0555	16.5672
7	195.00	80.9036	32.5505
7	195.00	82.3722	3.6392
7	195.00	80.3223	-6.3760
7	195.00	18.4610	-52.3000
7	195.00	78.9661	32.3199
7	195.00	83.0752	9.2761
7	195.00	24.2599	-112.4642
7	195.00	87.3908	-8.8320
7	195.00	83.5506	49.9007
7	195.00	20.2466	-56.4000
7	195.00	83.8354	48.0872
7	195.00	74.3670	-0.6723
7	195.00	86.2522	-8.6329
7	195.00	19.9296	-60.9000
7	195.00	72.4592	39.1687
7	195.00	28.8525	-94.2258
7	195.00	30.4118	-82.6529
7	195.00	70.5711	-17.8248
7	195.00	30.6213	-60.9741
7	195.00	63.1206	-29.5052
7	195.00	74.2740	-19.7575
7	195.00	24.2974	-58.3000
7	195.00	61.2645	-42.1463
7	195.00	57.0068	-48.0998
7	195.00	61.1774	-35.1452
7	195.00	59.5920	-18.9226
7	195.00	35.9087	-33.2010
7	195.00	76.7236	-88.4860
7	195.00	76.7393	-88.4886
7	195.00	38.8115	-44.0349
7	195.00	38.8493	-38.5978
7	195.00	74.2203	-39.2015
7	195.00	69.2160	-18.9253
7	195.00	33.7720	-50.6470
7	195.00	48.0207	-34.5020
7	195.00	44.2547	-14.1034
7	195.00	58.7127	-35.7044
7	195.00	55.2648	-42.1786
7	195.00	66.4140	-27.1826
7	195.00	53.0447	5.2655
7	195.00	57.0247	-74.7580
7	195.00	50.0947	-8.7499
7	195.00	51.1438	-21.9710
7	195.00	65.1440	-31.0938
7	195.00	41.0946	-40.0142
7	195.00	38.7195	-50.3878
7	195.00	46.5036	-95.3000
7	195.00	51.1555	10.8479
7	195.00	65.0274	-38.2593
7	195.00	55.8490	-25.2354
7	195.00	64.5743	-23.0111
7	195.00	58.2153	-37.4949
7	195.00	56.7259	-41.6558
